timestamp,sector,division,lat,lon,consumption_mw,wastage_mw,tx_loss_mw,total_loss_mw,is_wastage_event,wastage_label,wastage_type,bdt_wasted,co2_kg_wasted,fuel_liters_wasted,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,consumption_norm,rolling_mean_6h,deviation_from_rolling,anomaly_score,is_anomaly
2024-12-22 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,298.18,0.0,50.68,50.68,False,,,430750.0,29392.4,14189.4,23,6,True,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,-0.954189640802718,480.5733333333333,-182.3933333333333,40.202507927926156,0
2024-12-23 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,318.96,0.0,43.44,43.44,False,,,369207.0,25192.9,12162.1,0,0,False,0.0,1.0,0.0,1.0,-0.8688142953716964,399.7516666666666,-80.79166666666663,24.334026535555328,0
2024-12-23 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,306.58,0.0,46.12,46.12,False,,,391980.0,26746.8,12912.3,1,0,False,0.2588190451025207,0.9659258262890684,0.0,1.0,-0.9196779516005728,311.57166666666666,-4.991666666666674,19.370550989023904,0
2024-12-23 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,302.71,0.0,43.02,43.02,False,,,365698.0,24953.5,12046.5,2,0,False,0.4999999999999999,0.8660254037844387,0.0,1.0,-0.9355779798401326,306.20166666666665,-3.4916666666666742,18.02071926525061,0
2024-12-23 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,298.18,0.0,50.03,50.03,False,,,425270.0,29018.5,14008.9,3,0,False,0.7071067811865475,0.7071067811865476,0.0,1.0,-0.954189640802718,307.53333333333336,-9.353333333333351,15.702544923260294,0
2024-12-23 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,330.51,0.0,43.05,43.05,False,,,365904.0,24967.5,12053.3,4,0,False,0.8660254037844386,0.5000000000000001,0.0,1.0,-0.8213607227187464,309.18666666666667,21.323333333333323,26.78191414849909,0
2024-12-23 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,285.87,0.0,48.01,48.01,False,,,408057.0,27843.9,13441.9,5,0,False,0.9659258262890684,0.2588190451025207,0.0,1.0,-1.0047656996215764,307.135,-21.264999999999983,37.19914418938174,0
2024-12-23 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,317.87,0.0,41.5,41.5,False,,,352776.0,24071.8,11620.9,6,0,False,1.0,6.123233995736766e-17,0.0,1.0,-0.8732925978991176,306.9533333333333,10.916666666666686,17.43026432814231,0
2024-12-23 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,326.48,0.0,45.81,45.81,False,,,389361.0,26568.1,12826.0,7,0,False,0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.8379181164669185,310.27,16.210000000000036,12.603763587523261,0
2024-12-23 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,876.8,0.0,139.7,139.7,False,,,1187424.0,81024.2,39115.1,8,0,False,0.8660254037844387,-0.4999999999999998,0.0,1.0,1.4230905504050675,405.95166666666665,470.8483333333333,24.019352247331472,0
2024-12-23 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,837.51,0.0,142.22,142.22,False,,,1208900.0,82489.7,39822.6,9,0,False,0.7071067811865476,-0.7071067811865475,0.0,1.0,1.2616662326964612,495.84,341.67,7.761376671906661,0
2024-12-23 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,851.06,0.0,128.79,128.79,False,,,1094739.0,74699.8,36062.0,10,0,False,0.4999999999999999,-0.8660254037844387,0.0,1.0,1.3173368742070646,582.5983333333334,268.4616666666666,33.05116024518827,0
2024-12-23 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,815.3,0.0,119.22,119.22,False,,,1013352.0,69146.4,33381.0,11,0,False,0.258819045102521,-0.9659258262890682,0.0,1.0,1.1704156830322168,670.8366666666667,144.46333333333325,25.734330652077343,0
2024-12-23 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,845.51,0.0,130.32,130.32,False,,,1107708.0,75584.8,36489.2,12,0,False,1.2246467991473532e-16,-1.0,0.0,1.0,1.2945345081270758,758.7766666666666,86.73333333333335,24.854992318914167,0
2024-12-23 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,865.4,0.0,120.37,120.37,False,,,1023140.0,69814.3,33703.4,13,0,False,-0.2588190451025208,-0.9659258262890684,0.0,1.0,1.3762532579164417,848.5966666666667,16.803333333333285,17.0178151820009,0
2024-12-23 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,877.0,0.0,132.08,132.08,False,,,1122699.0,76607.7,36983.0,14,0,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.423912257290833,848.63,28.370000000000005,41.18693750126947,0
2024-12-23 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,852.66,0.0,144.62,144.62,False,,,1229272.0,83879.7,40493.7,15,0,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.3239105292931876,851.1549999999999,1.5050000000001091,8.619451673982109,0
2024-12-23 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,819.21,0.0,131.8,131.8,False,,,1120301.0,76444.1,36904.0,16,0,False,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1.18648005264893,845.8466666666667,-26.636666666666656,39.792960355481256,0
2024-12-23 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,868.38,0.0,118.81,118.81,False,,,1009887.0,68910.0,33266.9,17,0,False,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1.3884966905143457,854.6933333333333,13.686666666666724,20.068208096636905,0
